"","Var.1","Release.Date","Movie","Production.Budget","Domestic.Gross","Worldwide.Gross"
"9145",73,"2/27/2015","Focus","$65,000,000","$53,862,963","$159,062,963"
"9147",74,"12/8/2004","Blade: Trinity","$65,000,000","$52,397,389","$131,353,165"
"9149",75,"11/21/2012","Red Dawn","$65,000,000","$44,806,783","$48,164,150"
"9151",76,"12/22/2006","We Are Marshall","$65,000,000","$43,545,364","$43,545,364"
"9153",77,"9/18/2015","Everest","$65,000,000","$43,482,270","$221,835,496"
"9155",78,"9/14/2012","Resident Evil: Retribution","$65,000,000","$42,345,531","$238,940,997"
"9157",79,"3/20/1998","Primary Colors","$65,000,000","$39,017,984","$39,017,984"
"9159",80,"10/15/1999","Fight Club","$65,000,000","$37,030,102","$100,851,705"
"9161",81,"8/22/2008","Death Race","$65,000,000","$36,316,032","$72,516,819"
"9163",82,"10/11/1996","The Long Kiss Goodnight","$65,000,000","$33,447,612","$33,447,612"
"9165",83,"12/8/2000","Proof of Life","$65,000,000","$32,598,931","$62,761,005"
"9167",84,"11/11/2005","Zathura","$65,000,000","$28,045,540","$58,545,540"
"9169",85,"11/26/2003","The Missing","$65,000,000","$26,900,336","$38,253,433"
"9171",86,"1/14/2005","Elektra","$65,000,000","$24,409,722","$56,824,633"
"9173",87,"10/23/2009","Astro Boy","$65,000,000","$19,551,067","$41,636,243"
"9175",88,"1/24/2014","I, Frankenstein","$65,000,000","$19,075,290","$74,575,290"
"9177",89,"5/24/1991","Hudson Hawk","$65,000,000","$17,218,916","$17,218,916"
"9179",90,"8/22/2014","Sin City: A Dame to Kill For","$65,000,000","$13,757,804","$40,650,842"
"9181",91,"12/25/2016","Live by Night","$65,000,000","$10,378,555","$21,778,555"
"9183",92,"10/27/2000","Lucky Numbers","$65,000,000","$10,014,234","$10,014,234"
"9185",93,"9/23/2005","Oliver Twist","$65,000,000","$2,070,920","$26,670,920"
"9187",94,"9/4/2015","Tian jiang xiong shi","$65,000,000","$74,070","$122,519,874"
"9189",95,"10/26/2018","Air Strike","$65,000,000","$0","$0"
"9191",96,"7/14/2006","Little Man","$64,000,000","$58,636,047","$101,636,047"
"9193",97,"10/8/1999","Random Hearts","$64,000,000","$31,054,924","$63,200,000"
"9195",98,"12/27/2006","Perfume: The Story of a Murderer","$63,700,000","$2,223,293","$133,603,463"
"9197",99,"6/11/1993","Jurassic Park","$63,000,000","$395,708,305","$1,038,812,584"
"9199",100,"7/25/2002","Austin Powers in Goldmember","$63,000,000","$213,117,789","$296,338,663"
"9201",1,"11/6/1998","The Siege","$70,000,000","$40,934,175","$116,625,798"
"9203",2,"8/10/2007","Stardust","$70,000,000","$38,634,938","$137,022,245"
"9205",3,"6/15/2012","Rock of Ages","$70,000,000","$38,518,613","$61,031,932"
"9207",4,"10/8/1997","Seven Years in Tibet","$70,000,000","$37,945,884","$131,445,884"
"9209",5,"9/17/2004","Sky Captain and the World of Tomorrow","$70,000,000","$37,760,080","$49,730,854"
"9211",6,"9/14/2007","The Brave One","$70,000,000","$36,793,804","$69,792,704"
"9213",7,"11/1/2002","I Spy","$70,000,000","$33,561,137","$60,279,822"
"9215",8,"6/7/2002","Bad Company","$70,000,000","$30,157,016","$69,157,016"
"9217",9,"10/21/2005","Doom","$70,000,000","$28,212,337","$54,612,337"
"9219",10,"1/29/2016","The Finest Hours","$70,000,000","$27,569,558","$49,252,761"
"9221",11,"10/18/2013","Escape Plan","$70,000,000","$25,135,965","$103,735,965"
"9223",12,"9/23/2011","Killer Elite","$70,000,000","$25,124,986","$65,409,046"
"9225",13,"1/16/1998","Hard Rain","$70,000,000","$19,870,567","$19,870,567"
"9227",14,"2/15/2002","Hart's War","$70,000,000","$19,076,815","$33,076,815"
"9229",15,"2/8/2002","Rollerball","$70,000,000","$18,990,542","$25,852,508"
"9231",16,"1/10/2014","The Legend of Hercules","$70,000,000","$18,848,538","$58,953,319"
"9233",17,"4/27/2007","Next","$70,000,000","$18,211,013","$73,591,500"
"9235",18,"9/20/2002","Ballistic: Ecks vs. Sever","$70,000,000","$14,294,842","$14,294,842"
"9237",19,"8/10/2001","Osmosis Jones","$70,000,000","$13,596,911","$13,596,911"
"9239",20,"5/9/2014","Legends of Oz: Dorothy’s Return","$70,000,000","$8,462,347","$20,107,933"
"9241",21,"1/16/2015","Blackhat","$70,000,000","$8,005,980","$19,665,004"
"9243",22,"3/31/2006","Basic Instinct 2","$70,000,000","$5,946,136","$35,417,162"
"9245",23,"5/28/2010","Agora","$70,000,000","$619,423","$38,992,292"
"9247",24,"7/9/2010","Despicable Me","$69,000,000","$251,513,985","$543,464,573"
"9249",25,"7/30/2010","Dinner for Schmucks","$69,000,000","$73,026,337","$86,796,502"
"9251",26,"3/2/2018","Red Sparrow","$69,000,000","$46,874,505","$145,951,861"
"9253",27,"6/30/2010","The Twilight Saga: Eclipse","$68,000,000","$300,531,751","$706,102,828"
"9255",28,"5/31/2002","The Sum of All Fears","$68,000,000","$118,471,320","$193,500,000"
"9257",29,"6/26/2015","Ted 2","$68,000,000","$81,476,385","$217,214,143"
"9259",30,"7/13/2001","The Score","$68,000,000","$71,069,884","$113,542,091"
"9261",31,"2/25/2011","Hall Pass","$68,000,000","$45,060,734","$87,173,475"
"9263",32,"11/22/1995","Money Train","$68,000,000","$35,324,232","$77,224,232"
"9265",33,"3/21/2003","Dreamcatcher","$68,000,000","$33,685,268","$75,685,268"
"9267",34,"8/6/1999","Mystery Men","$68,000,000","$29,762,011","$33,462,011"
"9269",35,"11/5/1999","The Insider","$68,000,000","$28,965,197","$60,265,197"
"9271",36,"12/22/2017","Downsizing","$68,000,000","$24,449,754","$48,681,134"
"9273",37,"3/2/2012","Doctor Seuss' The Lorax","$67,500,000","$214,030,500","$350,976,753"
"9275",38,"10/10/2008","Body of Lies","$67,500,000","$39,394,666","$118,556,530"
"9277",39,"6/22/2012","Abraham Lincoln: Vampire Hunter","$67,500,000","$37,519,139","$137,489,730"
"9279",40,"9/20/1996","Last Man Standing","$67,000,000","$18,115,927","$18,115,927"
"9281",41,"8/17/2007","The Last Legion","$67,000,000","$5,932,060","$25,357,771"
"9283",42,"4/30/1999","Entrapment","$66,000,000","$87,707,396","$211,700,000"
"9285",43,"6/19/1998","The X Files: Fight the Future","$66,000,000","$83,898,313","$189,176,423"
"9287",44,"3/14/2014","Need for Speed","$66,000,000","$43,568,507","$194,169,619"
"9289",45,"7/24/1998","Saving Private Ryan","$65,000,000","$216,335,085","$485,035,085"
"9291",46,"12/15/2000","What Women Want","$65,000,000","$182,805,123","$374,105,123"
"9293",47,"11/9/2012","Lincoln","$65,000,000","$182,207,973","$273,346,281"
"9295",48,"3/15/2002","Ice Age","$65,000,000","$176,387,405","$386,116,343"
"9297",49,"6/30/1995","Apollo 13","$65,000,000","$173,772,767","$335,802,271"
"9299",50,"3/31/1999","The Matrix","$65,000,000","$171,479,930","$463,517,383"
"9301",51,"7/13/2018","Hotel Transylvania 3: Summer Vacation","$65,000,000","$167,321,691","$522,246,749"
"9303",52,"12/25/2012","Les Miserables","$65,000,000","$148,809,770","$442,169,052"
"9305",53,"11/1/2002","The Santa Clause 2","$65,000,000","$139,225,854","$172,825,854"
"9307",54,"6/1/1990","Total Recall","$65,000,000","$119,394,839","$261,400,000"
"9309",55,"12/18/1998","You've Got Mail","$65,000,000","$115,821,495","$250,800,000"
"9311",56,"12/25/2014","Unbroken","$65,000,000","$115,637,895","$163,527,824"
"9313",57,"6/5/2015","Spy!","$65,000,000","$110,825,712","$233,121,406"
"9315",58,"11/5/2010","Due Date","$65,000,000","$100,539,043","$211,739,043"
"9317",59,"7/25/2008","Step Brothers","$65,000,000","$100,468,793","$128,468,793"
"9319",60,"12/15/1995","Jumanji","$65,000,000","$100,458,310","$262,758,310"
"9321",61,"7/17/1998","The Mask of Zorro","$65,000,000","$93,828,745","$233,700,000"
"9323",62,"8/4/2000","Space Cowboys","$65,000,000","$90,454,043","$128,874,043"
"9325",63,"12/19/2014","Annie","$65,000,000","$85,911,262","$139,840,525"
"9327",64,"5/28/1993","Cliffhanger","$65,000,000","$84,049,211","$255,000,000"
"9329",65,"8/12/2016","Pete’s Dragon","$65,000,000","$76,233,151","$137,768,975"
"9331",66,"2/9/1996","Broken Arrow","$65,000,000","$70,645,997","$148,345,997"
"9333",67,"8/9/2006","World Trade Center","$65,000,000","$70,278,893","$163,295,654"
"9335",68,"7/7/2000","The Kid","$65,000,000","$69,688,384","$69,688,384"
"9337",69,"12/19/2003","Mona Lisa Smile","$65,000,000","$63,803,100","$141,205,169"
"9339",70,"5/16/2012","The Dictator","$65,000,000","$59,650,222","$180,148,897"
"9341",71,"7/16/1999","Eyes Wide Shut","$65,000,000","$55,691,208","$104,267,443"
"9343",72,"2/17/2012","This Means War","$65,000,000","$54,760,791","$156,974,557"
"9345",73,"2/27/2015","Focus","$65,000,000","$53,862,963","$159,062,963"
"9347",74,"12/8/2004","Blade: Trinity","$65,000,000","$52,397,389","$131,353,165"
"9349",75,"11/21/2012","Red Dawn","$65,000,000","$44,806,783","$48,164,150"
"9351",76,"12/22/2006","We Are Marshall","$65,000,000","$43,545,364","$43,545,364"
"9353",77,"9/18/2015","Everest","$65,000,000","$43,482,270","$221,835,496"
"9355",78,"9/14/2012","Resident Evil: Retribution","$65,000,000","$42,345,531","$238,940,997"
"9357",79,"3/20/1998","Primary Colors","$65,000,000","$39,017,984","$39,017,984"
"9359",80,"10/15/1999","Fight Club","$65,000,000","$37,030,102","$100,851,705"
"9361",81,"8/22/2008","Death Race","$65,000,000","$36,316,032","$72,516,819"
"9363",82,"10/11/1996","The Long Kiss Goodnight","$65,000,000","$33,447,612","$33,447,612"
"9365",83,"12/8/2000","Proof of Life","$65,000,000","$32,598,931","$62,761,005"
"9367",84,"11/11/2005","Zathura","$65,000,000","$28,045,540","$58,545,540"
"9369",85,"11/26/2003","The Missing","$65,000,000","$26,900,336","$38,253,433"
"9371",86,"1/14/2005","Elektra","$65,000,000","$24,409,722","$56,824,633"
"9373",87,"10/23/2009","Astro Boy","$65,000,000","$19,551,067","$41,636,243"
"9375",88,"1/24/2014","I, Frankenstein","$65,000,000","$19,075,290","$74,575,290"
"9377",89,"5/24/1991","Hudson Hawk","$65,000,000","$17,218,916","$17,218,916"
"9379",90,"8/22/2014","Sin City: A Dame to Kill For","$65,000,000","$13,757,804","$40,650,842"
"9381",91,"12/25/2016","Live by Night","$65,000,000","$10,378,555","$21,778,555"
"9383",92,"10/27/2000","Lucky Numbers","$65,000,000","$10,014,234","$10,014,234"
"9385",93,"9/23/2005","Oliver Twist","$65,000,000","$2,070,920","$26,670,920"
"9387",94,"9/4/2015","Tian jiang xiong shi","$65,000,000","$74,070","$122,519,874"
"9389",95,"10/26/2018","Air Strike","$65,000,000","$0","$0"
"9391",96,"7/14/2006","Little Man","$64,000,000","$58,636,047","$101,636,047"
"9393",97,"10/8/1999","Random Hearts","$64,000,000","$31,054,924","$63,200,000"
"9395",98,"12/27/2006","Perfume: The Story of a Murderer","$63,700,000","$2,223,293","$133,603,463"
"9397",99,"6/11/1993","Jurassic Park","$63,000,000","$395,708,305","$1,038,812,584"
"9399",100,"7/25/2002","Austin Powers in Goldmember","$63,000,000","$213,117,789","$296,338,663"
"9401",1,"11/6/1998","The Siege","$70,000,000","$40,934,175","$116,625,798"
"9403",2,"8/10/2007","Stardust","$70,000,000","$38,634,938","$137,022,245"
"9405",3,"6/15/2012","Rock of Ages","$70,000,000","$38,518,613","$61,031,932"
"9407",4,"10/8/1997","Seven Years in Tibet","$70,000,000","$37,945,884","$131,445,884"
"9409",5,"9/17/2004","Sky Captain and the World of Tomorrow","$70,000,000","$37,760,080","$49,730,854"
"9411",6,"9/14/2007","The Brave One","$70,000,000","$36,793,804","$69,792,704"
"9413",7,"11/1/2002","I Spy","$70,000,000","$33,561,137","$60,279,822"
"9415",8,"6/7/2002","Bad Company","$70,000,000","$30,157,016","$69,157,016"
"9417",9,"10/21/2005","Doom","$70,000,000","$28,212,337","$54,612,337"
"9419",10,"1/29/2016","The Finest Hours","$70,000,000","$27,569,558","$49,252,761"
"9421",11,"10/18/2013","Escape Plan","$70,000,000","$25,135,965","$103,735,965"
"9423",12,"9/23/2011","Killer Elite","$70,000,000","$25,124,986","$65,409,046"
"9425",13,"1/16/1998","Hard Rain","$70,000,000","$19,870,567","$19,870,567"
"9427",14,"2/15/2002","Hart's War","$70,000,000","$19,076,815","$33,076,815"
"9429",15,"2/8/2002","Rollerball","$70,000,000","$18,990,542","$25,852,508"
"9431",16,"1/10/2014","The Legend of Hercules","$70,000,000","$18,848,538","$58,953,319"
"9433",17,"4/27/2007","Next","$70,000,000","$18,211,013","$73,591,500"
"9435",18,"9/20/2002","Ballistic: Ecks vs. Sever","$70,000,000","$14,294,842","$14,294,842"
"9437",19,"8/10/2001","Osmosis Jones","$70,000,000","$13,596,911","$13,596,911"
"9439",20,"5/9/2014","Legends of Oz: Dorothy’s Return","$70,000,000","$8,462,347","$20,107,933"
"9441",21,"1/16/2015","Blackhat","$70,000,000","$8,005,980","$19,665,004"
"9443",22,"3/31/2006","Basic Instinct 2","$70,000,000","$5,946,136","$35,417,162"
"9445",23,"5/28/2010","Agora","$70,000,000","$619,423","$38,992,292"
"9447",24,"7/9/2010","Despicable Me","$69,000,000","$251,513,985","$543,464,573"
"9449",25,"7/30/2010","Dinner for Schmucks","$69,000,000","$73,026,337","$86,796,502"
"9451",26,"3/2/2018","Red Sparrow","$69,000,000","$46,874,505","$145,951,861"
"9453",27,"6/30/2010","The Twilight Saga: Eclipse","$68,000,000","$300,531,751","$706,102,828"
"9455",28,"5/31/2002","The Sum of All Fears","$68,000,000","$118,471,320","$193,500,000"
"9457",29,"6/26/2015","Ted 2","$68,000,000","$81,476,385","$217,214,143"
"9459",30,"7/13/2001","The Score","$68,000,000","$71,069,884","$113,542,091"
"9461",31,"2/25/2011","Hall Pass","$68,000,000","$45,060,734","$87,173,475"
"9463",32,"11/22/1995","Money Train","$68,000,000","$35,324,232","$77,224,232"
"9465",33,"3/21/2003","Dreamcatcher","$68,000,000","$33,685,268","$75,685,268"
"9467",34,"8/6/1999","Mystery Men","$68,000,000","$29,762,011","$33,462,011"
"9469",35,"11/5/1999","The Insider","$68,000,000","$28,965,197","$60,265,197"
"9471",36,"12/22/2017","Downsizing","$68,000,000","$24,449,754","$48,681,134"
"9473",37,"3/2/2012","Doctor Seuss' The Lorax","$67,500,000","$214,030,500","$350,976,753"
"9475",38,"10/10/2008","Body of Lies","$67,500,000","$39,394,666","$118,556,530"
"9477",39,"6/22/2012","Abraham Lincoln: Vampire Hunter","$67,500,000","$37,519,139","$137,489,730"
"9479",40,"9/20/1996","Last Man Standing","$67,000,000","$18,115,927","$18,115,927"
"9481",41,"8/17/2007","The Last Legion","$67,000,000","$5,932,060","$25,357,771"
"9483",42,"4/30/1999","Entrapment","$66,000,000","$87,707,396","$211,700,000"
"9485",43,"6/19/1998","The X Files: Fight the Future","$66,000,000","$83,898,313","$189,176,423"
"9487",44,"3/14/2014","Need for Speed","$66,000,000","$43,568,507","$194,169,619"
"9489",45,"7/24/1998","Saving Private Ryan","$65,000,000","$216,335,085","$485,035,085"
"9491",46,"12/15/2000","What Women Want","$65,000,000","$182,805,123","$374,105,123"
"9493",47,"11/9/2012","Lincoln","$65,000,000","$182,207,973","$273,346,281"
"9495",48,"3/15/2002","Ice Age","$65,000,000","$176,387,405","$386,116,343"
"9497",49,"6/30/1995","Apollo 13","$65,000,000","$173,772,767","$335,802,271"
"9499",50,"3/31/1999","The Matrix","$65,000,000","$171,479,930","$463,517,383"
"9501",51,"7/13/2018","Hotel Transylvania 3: Summer Vacation","$65,000,000","$167,321,691","$522,246,749"
"9503",52,"12/25/2012","Les Miserables","$65,000,000","$148,809,770","$442,169,052"
"9505",53,"11/1/2002","The Santa Clause 2","$65,000,000","$139,225,854","$172,825,854"
"9507",54,"6/1/1990","Total Recall","$65,000,000","$119,394,839","$261,400,000"
"9509",55,"12/18/1998","You've Got Mail","$65,000,000","$115,821,495","$250,800,000"
"9511",56,"12/25/2014","Unbroken","$65,000,000","$115,637,895","$163,527,824"
"9513",57,"6/5/2015","Spy!","$65,000,000","$110,825,712","$233,121,406"
"9515",58,"11/5/2010","Due Date","$65,000,000","$100,539,043","$211,739,043"
"9517",59,"7/25/2008","Step Brothers","$65,000,000","$100,468,793","$128,468,793"
"9519",60,"12/15/1995","Jumanji","$65,000,000","$100,458,310","$262,758,310"
"9521",61,"7/17/1998","The Mask of Zorro","$65,000,000","$93,828,745","$233,700,000"
"9523",62,"8/4/2000","Space Cowboys","$65,000,000","$90,454,043","$128,874,043"
"9525",63,"12/19/2014","Annie","$65,000,000","$85,911,262","$139,840,525"
"9527",64,"5/28/1993","Cliffhanger","$65,000,000","$84,049,211","$255,000,000"
"9529",65,"8/12/2016","Pete’s Dragon","$65,000,000","$76,233,151","$137,768,975"
"9531",66,"2/9/1996","Broken Arrow","$65,000,000","$70,645,997","$148,345,997"
"9533",67,"8/9/2006","World Trade Center","$65,000,000","$70,278,893","$163,295,654"
"9535",68,"7/7/2000","The Kid","$65,000,000","$69,688,384","$69,688,384"
"9537",69,"12/19/2003","Mona Lisa Smile","$65,000,000","$63,803,100","$141,205,169"
"9539",70,"5/16/2012","The Dictator","$65,000,000","$59,650,222","$180,148,897"
"9541",71,"7/16/1999","Eyes Wide Shut","$65,000,000","$55,691,208","$104,267,443"
"9543",72,"2/17/2012","This Means War","$65,000,000","$54,760,791","$156,974,557"
"9545",73,"2/27/2015","Focus","$65,000,000","$53,862,963","$159,062,963"
"9547",74,"12/8/2004","Blade: Trinity","$65,000,000","$52,397,389","$131,353,165"
"9549",75,"11/21/2012","Red Dawn","$65,000,000","$44,806,783","$48,164,150"
"9551",76,"12/22/2006","We Are Marshall","$65,000,000","$43,545,364","$43,545,364"
"9553",77,"9/18/2015","Everest","$65,000,000","$43,482,270","$221,835,496"
"9555",78,"9/14/2012","Resident Evil: Retribution","$65,000,000","$42,345,531","$238,940,997"
"9557",79,"3/20/1998","Primary Colors","$65,000,000","$39,017,984","$39,017,984"
"9559",80,"10/15/1999","Fight Club","$65,000,000","$37,030,102","$100,851,705"
"9561",81,"8/22/2008","Death Race","$65,000,000","$36,316,032","$72,516,819"
"9563",82,"10/11/1996","The Long Kiss Goodnight","$65,000,000","$33,447,612","$33,447,612"
"9565",83,"12/8/2000","Proof of Life","$65,000,000","$32,598,931","$62,761,005"
"9567",84,"11/11/2005","Zathura","$65,000,000","$28,045,540","$58,545,540"
"9569",85,"11/26/2003","The Missing","$65,000,000","$26,900,336","$38,253,433"
"9571",86,"1/14/2005","Elektra","$65,000,000","$24,409,722","$56,824,633"
"9573",87,"10/23/2009","Astro Boy","$65,000,000","$19,551,067","$41,636,243"
"9575",88,"1/24/2014","I, Frankenstein","$65,000,000","$19,075,290","$74,575,290"
"9577",89,"5/24/1991","Hudson Hawk","$65,000,000","$17,218,916","$17,218,916"
"9579",90,"8/22/2014","Sin City: A Dame to Kill For","$65,000,000","$13,757,804","$40,650,842"
"9581",91,"12/25/2016","Live by Night","$65,000,000","$10,378,555","$21,778,555"
"9583",92,"10/27/2000","Lucky Numbers","$65,000,000","$10,014,234","$10,014,234"
"9585",93,"9/23/2005","Oliver Twist","$65,000,000","$2,070,920","$26,670,920"
"9587",94,"9/4/2015","Tian jiang xiong shi","$65,000,000","$74,070","$122,519,874"
"9589",95,"10/26/2018","Air Strike","$65,000,000","$0","$0"
"9591",96,"7/14/2006","Little Man","$64,000,000","$58,636,047","$101,636,047"
"9593",97,"10/8/1999","Random Hearts","$64,000,000","$31,054,924","$63,200,000"
"9595",98,"12/27/2006","Perfume: The Story of a Murderer","$63,700,000","$2,223,293","$133,603,463"
"9597",99,"6/11/1993","Jurassic Park","$63,000,000","$395,708,305","$1,038,812,584"
"9599",100,"7/25/2002","Austin Powers in Goldmember","$63,000,000","$213,117,789","$296,338,663"
"9601",1,"11/6/1998","The Siege","$70,000,000","$40,934,175","$116,625,798"
"9603",2,"8/10/2007","Stardust","$70,000,000","$38,634,938","$137,022,245"
"9605",3,"6/15/2012","Rock of Ages","$70,000,000","$38,518,613","$61,031,932"
"9607",4,"10/8/1997","Seven Years in Tibet","$70,000,000","$37,945,884","$131,445,884"
"9609",5,"9/17/2004","Sky Captain and the World of Tomorrow","$70,000,000","$37,760,080","$49,730,854"
"9611",6,"9/14/2007","The Brave One","$70,000,000","$36,793,804","$69,792,704"
"9613",7,"11/1/2002","I Spy","$70,000,000","$33,561,137","$60,279,822"
"9615",8,"6/7/2002","Bad Company","$70,000,000","$30,157,016","$69,157,016"
"9617",9,"10/21/2005","Doom","$70,000,000","$28,212,337","$54,612,337"
"9619",10,"1/29/2016","The Finest Hours","$70,000,000","$27,569,558","$49,252,761"
